"","X","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place","lyrics","youtube_url"
"203",321,2015,"-","-",17,"Germany","Ann Sophie","Black Smoke","English","Pop","Female",1,24,5,2,7,27,"When you look at me \nYou know you're hard to read \nBecause the face I see is not the one I know\n\nAnd when you call me “Baby” \nWhat's that supposed to mean? \nI don't know who you are, how long can we pretend?\n\nSee the change I know \nWe both don't have the heart to say \nCan't return to what we burn \nWe'll never be the same\n\n'Cause you said you'd never let me go \nAnd I said I can but now we know \nThat it's too hard to say three words \nToo hard to make it work\n\nWhen there's nothing left to talk about \n'Cause you know the flame is running out \nTwo hearts are left to burn, do you know \nWe're only left with smoke\n\nBlack smoke \nWe're only left with smoke \nBlack smoke\n\nI try to tell myself \nThat it's all in my head \nBut the truth remains, we're just too far apart\n\nYou know we're fooling ourselves if we hold on \n'Cause we're fighting for something that we don't want \nJust leave it now and walk away\n\nSee the change I know \nWe both don't have the heart to say \nCan't return to what we burn \nWe'll never be the same\n\n'Cause you said you'd never let me go \nAnd I said I can but now we know \nThat it's too hard to say three words \nToo hard to make it work\n\nWhen there's nothing left to talk about \n'Cause you know the flame is running out \nTwo hearts are left to burn, do you know \nWe're only left with smoke\n\n(Too hard to say three words) Black smoke \n(Too hard to make it work) We're only left with smoke \n(Too hard to say three words) Black smoke \n(Too hard to make it work)\n\n'Cause you said you'd never let me go, oh no \nYeah, you said you'd never let me go\n\n'Cause you said you'd never let me go \nAnd I said I can but now we know \nThat it's too hard to say three words \nToo hard to make it work\n\nWhen there's nothing left to talk about \n'Cause you know the flame is running out \nTwo hearts are left to burn, do you know \nWe're only left with smoke\n\nBlack smoke \nWe're only left with smoke \nBlack smoke \nWe're only left with smoke","https://youtube.com/watch?v=DGMJOchTRPc"
"204",322,2015,"-","-",21,"Spain","Edurne","Amanecer","Spanish","Ballad","Female",1,6,26,8,3,21,"Se fue sin saber\nQue yo sí lo amé\nSe fue sin creer en mí\n\nPerdí la razón\nSangré tanto amor\nQue aún, hoy siento el vacío\nMe lleva contigo\n\nI-ehh i-ehh ohh\nI-ehh i-ehh ohh\nMi corazón\nMe susurró\nA mí no vuelvas sin su amor\n\nCamino al ayer\nAllá donde estés\nHoy reto al olvido\n\nSe fue sin saber\nQue yo no me rindo\n\nI-ehh i-ehh ohh\nI-ehh i-ehh ohh\nMi corazón\nMe susurró\nA mí no vuelvas sin su amor\n\nI-ehh i-ehh ohh\nI-ehh i-ehh ohh\nDevuélveme\nEl alma en pie\nDevuélveme el amanecer\n\nHoy vuelves conmigo\n\nI-ehh i-ehh ohh\nI-ehh i-ehh ohh\nMi corazón\nMe susurró\nA mí no vuelvas sin su amor\n\nI-ehh i-ehh ohh\nI-ehh i-ehh ohh\nDevuélveme\nEl alma en pie\nDevuélveme el amanecer\n\nI-ehh i-ehh ohh","https://youtube.com/watch?v=NsMiJJlElAY"
"205",323,2015,"-","-",27,"Italy","Il Volo","Grande amore","Italian","Ballad","Male",3,171,356,38,27,3,"Chiudo gli occhi e penso a lei\nIl profumo dolce della pelle sua\nE' una voce dentro che mi sta portando dove nasce il sole\nSole sono le parole\nMa se vanno scritte tutto può cambiare\nSenza più timore te lo voglio urlare questo grande amore\n\nAmore, solo amore è quello che sento\nDimmi perché quando penso, penso solo a te\nDimmi perché quando vedo, vedo solo te\nDimmi perché quando credo, credo solo in te grande amore\n\nDimmi che mai\nChe non mi lascerai mai\nDimmi chi sei\nRespiro dei giorni miei d'amore\nDimmi che sai\nChe solo me sceglierai Ora lo sai\nTu sei il mio unico grande amore\n\nDimmi perché quando penso, penso solo a te\nDimmi perché quando amo, amo solo te\nDimmi perché quando vivo, vivo solo in te grande amore\n\nDimmi che mai\nChe non mi lascerai mai.\nDimmi chi sei\nRespiro dei giorni miei d'amore \nDimmi che sai\nChe non mi sbaglierei mai \nDimmi che sei\nChe sei il mio unico grande amore","https://youtube.com/watch?v=1TOMqZV2jA8"
"206",324,2014,"1","1",7,"Armenia","Aram MP3","Not Alone","English","Ballad","Male",1,113,187,26,19,4,"You’re all alone, you’re all alone,\nNo shoulder wants you to lean on,\nYou thought this world was too cold\nAnd you’ve made up\nA whole new world\n\nDon’t cry, don’t cry little bird\nThough you are scared and you’re hurt\nYou’re gonna wake up\nIt’s only a dream\nAnd why do dreams make people scream\n\nYou’re not alone…\n\nWhat if it’s all in one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nEnter all doors without keys\n\nWhat if it’s all in one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nWhat if it’s all in one kiss\n\nYou’re not alone…","https://youtube.com/watch?v=oj0oOV-2fRQ"
"207",327,2014,"1","4",13,"Sweden","Sanna Nielsen","Undo","English","Ballad","Female",1,199,173,32,25,3,"Silent I just stood there silent\nWorking up a storm inside my head\nNothing I just stood for nothing\nSo I fell for everything you said\n\nHear the rumble\nHear my voice\n\nSilent I can't wait here silent\nGotta make a change \nAnd make some noise\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad\n\nTrouble baby I'm in throuble\nEverytime I look into your eyes\nSave me oh I'm gonna save me \nFaraway from all the crazy lies\n\nHear the rumble\nHear my voice\n\nUndo my sad\nUndo what hurts so bad\nUndo my pain\nGonna get out, through the rain\nI know that I am over you\nAt last I know what I should do\nUndo my sad","https://youtube.com/watch?v=5PQJI-3LW-8"
"208",328,2014,"1","5",4,"Iceland","Pollaponk","No Prejudice","English","Rock","Male",3,59,38,9,9,15,"Lala lalalala lala lalalala lala lalalala lala la \n\nLife is way too short for short-sightedness \nand tell me who has got the time \nfor narrow-mindedness \nListen to what I say \ncause every-buh buh buh buh buh buh \nbody looks the same on the inside \nAnd it puh puh puh puh puh puh puh puh \npays: \nto wear a smile \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \n\nHEY \n\nEven if you're taller \nOr someone who is smaller \nOr perhaps you're thinner \nOr one who loves his dinner \nListen to what I say \ncause every-buh buh buh buh buh buh \nbody looks the same on the inside \nAnd it puh puh puh puh puh puh puh puh \npays: \nto wear a smile \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \nbuh buh buh buh buh buh… \n\nHEY \n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same \n\nLala lalalala lala lalalala lala lalalala \nLala lalalala lala lalalala lala lalalala \nLala lalalala lala la\n\nLet’s do away with prejudice \ndon’t discriminate, tolerance is bliss \nwe got to get together on this \ncross this problem off our list \nI may stutter when I speak \n(but) you don’t need to call me freak \nit’s not trigonometry \ninside we’re the same","https://youtube.com/watch?v=U2qAvGsiCmc"
"209",330,2014,"1","7",15,"Russia","Tolmachevy Sisters","Shine","English","Pop","Female",2,62,132,18,11,7,"Been looking at the sky \nwishing on a star \nwaiting for a brand new start \n\nLiving on the edge \ncloser to the crime \ncross the line a step at a time \n\nNow maybe there's a place \nmaybe there's a time \nmaybe there's a day you'll be mine \n\nNow something's got to give \nmake a brighter day \nall we got to say \n\nShine into my darkness \nshine into the night, my rising sun \ndrive away the madness \nCan you be a masterpiece of love \nSending out a message out above \nTelling all the world to show some love \nNo one's gone bring me down, bring me down \nYou are my rising sun \n\nKeep looking up ahead \nriding like a wind \nopen up your heart, let me in \n\nMy life is on a string \nwhen I see you smile \nour love will last a thousand miles \n\nNow maybe there's a place \nmaybe there's a time \nmaybe there's a day you'll be mine \n\nNow something's got to give \nmake a brighter day \nall we got to say","https://youtube.com/watch?v=BCNN1JAgWqk"
"210",331,2014,"1","8",3,"Azerbaijan","Dilara Kazimova","Start a Fire","English","Ballad","Female",1,101,14,3,22,22,"Someone’s selling garden roses down the square\nPeople gathering by to breathe the morning air\nBut no one sees the bitter cold and shivering empty hands\n\nA school girl running by and trying to beat the bell\nPeople dropping, tossing coins in wishing wells\nBut no one cares for dreams that don’t fit into our world\n\nMaybe nightfall darkens skies\nAnd maybe teardrops stain our eyes\nBut may the slightest light start a fire\n\nA soldier in the hands of a forgotten mess\nDigging out the burning bullets in his chest\nSo eager, bold and noble – printing footsteps on this earth\n\nMaybe nightfall darkens skies\nMaybe teardrops stain our eyes\nBut may the slightest light start a fire\n\nStart a fire\n\nBut may the slightest light start a fire","https://youtube.com/watch?v=5mPUMPcFQAY"
"211",332,2014,"1","9",1,"Ukraine","Mariya Yaremchuk","Tick-Tock","English","Pop","Female",1,72,112,19,14,6,"I believe that I've loved you\nSince the first time that I saw you\nBells rang angels sang\nWhen the light of the night\nfell on us we knew\n\nOh oh oh oh oh oh oh\n\nWe both knew that you were mine\nNow cover me, I'll buy us time, time\n\noh oh oh oh oh oh oh\n\nOh wait for me I'm worth your while\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock you wind it with your love\nYou wind and wind, it with your love\nNow I know it's too hard to\ngo tick tock without the glimpse of you\nIf you cave in I break\nI keep losing my pace\nIn this endless race\n\nOh oh oh oh oh oh oh\n\nThey all know that you're mine\nThey can see we belong\nShelter me, you'll do fine\nWait for me, I'll buy us time\n\nTick-tock, can you hear me go tick tock\nMy heart is like a clock, I'm steady like a rock\nSch don't stop, kiss and kiss me till I drop\nMy heart is like a clock, you wind it with your love","https://youtube.com/watch?v=slHboKF9PIQ"
"212",335,2014,"1","12",25,"San Marino","Valentina Monetta","Maybe","English","Ballad","Female",2,16,15,7,3,24,"Maybe there's a pearl in the shell\nMaybe there's a story to tell\nMaybe we can not live in peace cos we're under a spell\n\nMaybe there’s a light from above \nMaybe there’s a flight of a dove \nWhen it's time \nTo open the heart of love \n\nMaybe we can try\nMaybe you and I\nAre finding pain to overcome\n\nMaybe then one day\nEvery soul heals and will find a way\n\nAnd maybe \nWe really are the dream of God\nAnd we woke up in flesh and blood\nWith our emotion transformed into gold\n\nOr maybe \nIn certain solid ways I feel \nI know there’s nothing stronger and more real \nThan falling in love\n\nMaybe you and I\nAre tear drops from the sky \nThat fill the sea eternally \n\nMaybe we can try\nTo challenge the fear of the endless night \n\nAnd maybe \nWe really are the dream of God\nAnd we woke up in flesh and blood\nto find our bodies transformed into gold\n\nOr maybe \nIn certain solid ways I feel \nI know there’s nothing stronger and more real \nThan falling in love\n\nMaybe it’s a journey in the darkest night\nMaybe we can make it to the morning light\nMaybe this is it this is real and I feel this is right\nFinally right\n\nAnd maybe\nThe courage that I'm finding now\nRemembering and sensing how\nWe fell in love","https://youtube.com/watch?v=_eZNTBJ-Hyc"
"213",337,2014,"1","14",24,"Netherlands","The Common Linnets","Calm After the Storm","English","Traditional","Mix",2,NA,NA,NA,NA,2,"Driving in the fast lane\ncounting mile marker signs\nThe empty seat beside me\nkeeps you on my mind\n\nLivin’ in the heartache\nwas never something I pursued \nI can't keep on chasing \nwhat I can't be for you\n\noooohhhh skies are black and blue\nI’m thinking about you\nHere in the calm after the storm\n\ntears on the highway\nwater in my eyes\nThis rain ain’t gonna change us\nwhat’s the use to cry\n\nI could say im sorry\nbut I don't wanna lie\nI just wanna know if staying\nis better than goodbye\n\noooohhhh skies are black and blue\nI’m thinking about you\nHere in the calm after the storm\noooooohh after all that we’ve been through\n(baby) there ain’t nothing new\nHere in the calm after the storm\n\nMaybe I can find you\ndown this broken line\nMaybe you can find me\nguess we’ll know in time\n\noooohhhh skies are black and blue\nI’m thinking about you\nHere in the calm after the storm\nthere ain’t nothing new\nHere in the calm after the storm","https://youtube.com/watch?v=4ggBPAm5XLA"
"214",338,2014,"1","15",8,"Montenegro","Sergej cetkovic","Moj svijet","Montenegrin","Ballad","Male",1,48,27,3,9,19,"Tražim , da me ne zaboraviš,\nKada jastuk zagrliš, ti me sanjaj...\n\nTražim, al’ sreća trag ne ostavlja,\nK’o da je tvoju dušu drugom pisala.\n\nJoš volim te znaj, \nu srcu mom spavaš sama…\n\nMoj svijet čuvam za te, \nU moj svijet nek te vrate,\nPa da svane mi dan,\nS’tobom jedino znam za ljubav …\n\nMoj svijet čuvam za te, \nU moj svijet ,ja tražim da te vrate,\nDa ne ostarim sam,u tvoje rukedušu vežem,\nPada svane mi dan,\nS’ tobom jedino znam za ljubav…\n\nJoš volim te znaj, u srcu mom samo samo si ti,\nJoš čuvam za nas, jedan svijet ljubavi…","https://youtube.com/watch?v=6FJtzRSKHKg"
